name,colors,Colorless,R,U,G,B,W
Floodpits Drowner,['U'],0,0,1,0,0,0
Flood the Engine,['U'],0,0,1,0,0,0
Flotsam  Jetsam,"[B, G, U]",0,0,1,1,1,0
Flourishing Bloom-Kin,['G'],0,0,0,1,0,0
Flowerfoot Swordmaster,['W'],0,0,0,0,0,1
Flying Octobot,['U'],0,0,1,0,0,0
Focus Fire,['W'],0,0,0,0,0,1
Focus the Mind,['U'],0,0,1,0,0,0
Fog Bank,['U'],0,0,1,0,0,0
Fomori Vault,['Colorless'],1,0,0,0,0,0
Food Coma,['W'],0,0,0,0,0,1
Food Fight,['R'],0,1,0,0,0,0
Forensic Gadgeteer,['U'],0,0,1,0,0,0
Forensic Researcher,['U'],0,0,1,0,0,0
Forest,['Colorless'],1,0,0,0,0,0
Forgotten Monument,['Colorless'],1,0,0,0,0,0
Forlorn Flats,['Colorless'],1,0,0,0,0,0
Form a Posse,"[R, W]",0,1,0,0,0,1
Formation Breaker,['G'],0,0,0,1,0,0
Forsaken Miner,['B'],0,0,0,0,1,0
For the Common Good,['G'],0,0,0,1,0,0
Fortress Kin-Guard,['W'],0,0,0,0,0,1
Fortune Loyal Steed,['W'],0,0,0,0,0,1
Forum Familiar,['W'],0,0,0,0,0,1
Foul Roads,['Colorless'],1,0,0,0,0,0
Found Footage,['Colorless'],1,0,0,0,0,0
Fountainport,['Colorless'],1,0,0,0,0,0
Fountainport Bell,['Colorless'],1,0,0,0,0,0
Frantic Firebolt,['R'],0,1,0,0,0,0
Frantic Scapegoat,['R'],0,1,0,0,0,0
Frantic Strength,['G'],0,0,0,1,0,0
Freestrider Commando,['G'],0,0,0,1,0,0
Freestrider Lookout,['G'],0,0,0,1,0,0
Freeze in Place,['U'],0,0,1,0,0,0
Frenzied Baloth,['G'],0,0,0,1,0,0
Frenzied Goblin,['R'],0,1,0,0,0,0
Fresh Start,['U'],0,0,1,0,0,0
Freya Crescent,['R'],0,1,0,0,0,0
Friendly Ghost,['W'],0,0,0,0,0,1
Friendly Neighborhood,['W'],0,0,0,0,0,1
Friendly Teddy,['Colorless'],1,0,0,0,0,0
Frilled Cave-Wurm,['U'],0,0,1,0,0,0
Frilled Sparkshooter,['R'],0,1,0,0,0,0
Frolicking Familiar  Blow Off Steam,['U'],0,0,1,0,0,0
From Father to Son,['W'],0,0,0,0,0,1
Frontier Bivouac,['Colorless'],1,0,0,0,0,0
Frontier Seeker,['W'],0,0,0,0,0,1
Frontline Rush,"[R, W]",0,1,0,0,0,1
Frontline War-Rager,['R'],0,1,0,0,0,0
Frostbridge Guard,['W'],0,0,0,0,0,1
Frostcliff Siege,"[R, U]",0,1,1,0,0,0
Fuel the Flames,['R'],0,1,0,0,0,0
Fugitive Codebreaker,['R'],0,1,0,0,0,0
Full Bore,['R'],0,1,0,0,0,0
Full Steam Ahead,['G'],0,0,0,1,0,0
Full Throttle,['R'],0,1,0,0,0,0
Fumigate,['W'],0,0,0,0,0,1
Funeral Room  Awakening Hall,['B'],0,0,0,0,1,0
Fungal Colossus,['G'],0,0,0,1,0,0
Fungal Fortitude,['B'],0,0,0,0,1,0
Furious Forebear,['W'],0,0,0,0,0,1
Furtive Courier,['U'],0,0,1,0,0,0
Fuss  Bother,"[R, U, W]",0,1,1,0,0,1
Fynn the Fangbearer,['G'],0,0,0,1,0,0
Gadget Technician,"[R, U]",0,1,1,0,0,0
Gadwicks First Duel,['U'],0,0,1,0,0,0
Gaelicat,['W'],0,0,0,0,0,1
Gaius van Baelsar,['B'],0,0,0,0,1,0
Galactic Wayfarer,['G'],0,0,0,1,0,0
Galewind Moose,['G'],0,0,0,1,0,0
Gallant Citizen,"[G, W]",0,0,0,1,0,1
Gallant Pie-Wielder,['W'],0,0,0,0,0,1
Gallant Strike,['W'],0,0,0,0,0,1
Galufs Final Act,['G'],0,0,0,1,0,0
Galvanic Giant  Storm Reading,['U'],0,0,1,0,0,0
Galvanize,['R'],0,1,0,0,0,0
Galvanizing Sawship,['R'],0,1,0,0,0,0
Gargantuan Leech,['B'],0,0,0,0,1,0
Garland Knight of Cornelia  Chaos the Endless,['Colorless'],1,0,0,0,0,0
Garna Bloodfist of Keld,"[B, R]",0,1,0,0,1,0
Garnet Princess of Alexandria,"[G, W]",0,0,0,1,0,1
Garruks Uprising,['G'],0,0,0,1,0,0
Gas Guzzler,['B'],0,0,0,0,1,0
Gastal Blockbuster,['R'],0,1,0,0,0,0
Gastal Raider,['B'],0,0,0,0,1,0
Gastal Thrillroller,['R'],0,1,0,0,0,0
Gastal Thrillseeker,"[B, R]",0,1,0,0,1,0
Gate Colossus,['Colorless'],1,0,0,0,0,0
Gatekeeper of Malakir,['B'],0,0,0,0,1,0
Gateway Sneak,['U'],0,0,1,0,0,0
Gearbane Orangutan,['R'],0,1,0,0,0,0
Gearseeker Serpent,['U'],0,0,1,0,0,0
Genemorph Imago,"[G, U]",0,0,1,1,0,0
Gene Pollinator,['G'],0,0,0,1,0,0
Generous Plunderer,['R'],0,1,0,0,0,0
Genesis Wave,['G'],0,0,0,1,0,0
Genji Glove,['Colorless'],1,0,0,0,0,0
Geological Appraiser,['R'],0,1,0,0,0,0
Geralf the Fleshwright,['U'],0,0,1,0,0,0
Germinating Wurm,['G'],0,0,0,1,0,0
Get a Leg Up,['G'],0,0,0,1,0,0
Getaway Glamer,['W'],0,0,0,0,0,1
Get Lost,['W'],0,0,0,0,0,1
Get Out,['U'],0,0,1,0,0,0
Gev Scaled Scorch,"[B, R]",0,1,0,0,1,0
Geyser Drake,['U'],0,0,1,0,0,0
Ghalta Primal Hunger,['G'],0,0,0,1,0,0
Ghalta Stampede Tyrant,['G'],0,0,0,1,0,0
Ghired Mirror of the Wilds,"[G, R, W]",0,1,0,1,0,1
Ghitu Lavarunner,['R'],0,1,0,0,0,0
Ghostly Dancers,['W'],0,0,0,0,0,1
Ghostly Keybearer,['U'],0,0,1,0,0,0
Ghost Vacuum,['Colorless'],1,0,0,0,0,0
Giada Font of Hope,['W'],0,0,0,0,0,1
Giant Beaver,['G'],0,0,0,1,0,0
Giant Cindermaw,['R'],0,1,0,0,0,0
Giant Growth,['G'],0,0,0,1,0,0
Gigantoad,['G'],0,0,0,1,0,0
Gigantosaurus,['G'],0,0,0,1,0,0
Gigastorm Titan,['U'],0,0,1,0,0,0
Gila Courser,['R'],0,1,0,0,0,0
Gilded Ghoda,['R'],0,1,0,0,0,0
Gilded Lotus,['Colorless'],1,0,0,0,0,0
Gilgamesh Master-at-Arms,['R'],0,1,0,0,0,0
Gingerbread Hunter  Puny Snack,['G'],0,0,0,1,0,0
Gingerbrute,['Colorless'],1,0,0,0,0,0
Giott King of the Dwarves,"[R, W]",0,1,0,0,0,1
Gisa the Hellraiser,['B'],0,0,0,0,1,0
Gishath Suns Avatar,"[G, R, W]",0,1,0,1,0,1
Give In to Violence,['B'],0,0,0,0,1,0
Glacial Dragonhunt,"[R, U]",0,1,1,0,0,0
Glacier Godmaw,['G'],0,0,0,1,0,0
Glacierwood Siege,"[G, U]",0,0,1,1,0,0
Gladiolus Amicitia,"[G, R]",0,1,0,1,0,0
Glarb Calamitys Augur,"[B, G, U]",0,0,1,1,1,0
Glass Casket,['W'],0,0,0,0,0,1
Glassworks  Shattered Yard,['R'],0,1,0,0,0,0
Gleaming Barrier,['Colorless'],1,0,0,0,0,0
Gleaming Geardrake,"[R, U]",0,1,1,0,0,0
Glidedive Duo,['B'],0,0,0,0,1,0
Glimmerburst,['U'],0,0,1,0,0,0
Glimmerlight,['Colorless'],1,0,0,0,0,0
Glimmer Seeker,['W'],0,0,0,0,0,1
Glimpse the Core,['G'],0,0,0,1,0,0
Glint Weaver,['G'],0,0,0,1,0,0
Glitch Ghost Surveyor,['U'],0,0,1,0,0,0
Gloomlake Verge,['Colorless'],1,0,0,0,0,0
Glorifier of Suffering,['W'],0,0,0,0,0,1
Gloryheath Lynx,['W'],0,0,0,0,0,1
Glowcap Lantern,['G'],0,0,0,1,0,0
Gnarlback Rhino,['G'],0,0,0,1,0,0
Gnarlid Colony,['G'],0,0,0,1,0,0
Gnawing Crescendo,['R'],0,1,0,0,0,0
Goblin Boarders,['R'],0,1,0,0,0,0
Goblin Firebomb,['Colorless'],1,0,0,0,0,0
Goblin Maskmaker,['R'],0,1,0,0,0,0
Goblin Negotiation,['R'],0,1,0,0,0,0
Goblin Oriflamme,['R'],0,1,0,0,0,0
Goblin Smuggler,['R'],0,1,0,0,0,0
Goblin Surprise,['R'],0,1,0,0,0,0
Goblin Surveyor,['R'],0,1,0,0,0,0
Goblin Tomb Raider,['R'],0,1,0,0,0,0
Goddric Cloaked Reveler,['R'],0,1,0,0,0,0
Godless Shrine,['Colorless'],1,0,0,0,0,0
Gogo Master of Mimicry,['U'],0,0,1,0,0,0
Gohn Town of Ruin,['Colorless'],1,0,0,0,0,0
Golbez Crystal Collector,"[B, U]",0,0,1,0,1,0
Goldfury Strider,['R'],0,1,0,0,0,0
Gold Pan,['Colorless'],1,0,0,0,0,0
Gold Rush,['G'],0,0,0,1,0,0
Goldvein Hydra,['G'],0,0,0,1,0,0
Goldvein Pick,['Colorless'],1,0,0,0,0,0
Golgari Guildgate,['Colorless'],1,0,0,0,0,0
Gongaga Reactor Town,['Colorless'],1,0,0,0,0,0
Gonti Night Minister,['B'],0,0,0,0,1,0
Goobbue Gardener,['G'],0,0,0,1,0,0
Good-Fortune Unicorn,"[G, W]",0,0,0,1,0,1
Gorehorn Raider,['R'],0,1,0,0,0,0
Gossips Talent,['U'],0,0,1,0,0,0
Grabby Giant  Thats Mine,['R'],0,1,0,0,0,0
Grab the Prize,['R'],0,1,0,0,0,0
Graceful Takedown,['G'],0,0,0,1,0,0
Graha Tia,['W'],0,0,0,0,0,1
Grand Abolisher,['W'],0,0,0,0,0,1
Grand Ball Guest,['R'],0,1,0,0,0,0
Grand Entryway  Elegant Rotunda,['W'],0,0,0,0,0,1
Granite Witness,"[U, W]",0,0,1,0,0,1
Gran Pulse Ochu,['G'],0,0,0,1,0,0
Grappling Kraken,['U'],0,0,1,0,0,0
Grasping Longneck,['G'],0,0,0,1,0,0
Grasping Shadows  Shadows Lair,['Colorless'],1,0,0,0,0,0
Gratuitous Violence,['R'],0,1,0,0,0,0
Gravblade Heavy,['B'],0,0,0,0,1,0
Gravestone Strider,['Colorless'],1,0,0,0,0,0
Gravkill,['B'],0,0,0,0,1,0
Gravpack Monoist,['B'],0,0,0,0,1,0
Greasewrench Goblin,['R'],0,1,0,0,0,0
Great Arashin City,['Colorless'],1,0,0,0,0,0
Great Train Heist,['R'],0,1,0,0,0,0
Greeds Gambit,['B'],0,0,0,0,1,0
Greedy Freebooter,['B'],0,0,0,0,1,0
Greenbelt Guardian,['G'],0,0,0,1,0,0
Greenbelt Radical,['G'],0,0,0,1,0,0
Green Goblin Revenant,"[B, R]",0,1,0,0,1,0
Greenhouse  Rickety Gazebo,['G'],0,0,0,1,0,0
Gremlin Tamer,"[U, W]",0,0,1,0,0,1
Greta Sweettooth Scourge,"[B, G]",0,0,0,1,1,0
Grievous Wound,['B'],0,0,0,0,1,0
Griffnaut Tracker,['W'],0,0,0,0,0,1
Grim Bauble,['B'],0,0,0,0,1,0
Grim Javelineer,['B'],0,0,0,0,1,0
Grow Extra Arms,['G'],0,0,0,1,0,0
Grow from the Ashes,['G'],0,0,0,1,0,0
Growing Dread,"[G, U]",0,0,1,1,0,0
Growing Rites of Itlimoc  Itlimoc Cradle of the Sun,['Colorless'],1,0,0,0,0,0
Gruff Triplets,['G'],0,0,0,1,0,0
Gruul Guildgate,['Colorless'],1,0,0,0,0,0
Guadosalam Farplane Gateway,['Colorless'],1,0,0,0,0,0
Guarded Heir,['W'],0,0,0,0,0,1
Guardian of the Great Door,['W'],0,0,0,0,0,1
Guardian Sunmare,['W'],0,0,0,0,0,1
Guidelight Matrix,['Colorless'],1,0,0,0,0,0
Guidelight Optimizer,['U'],0,0,1,0,0,0
Guidelight Pathmaker,"[U, W]",0,0,1,0,0,1
Guidelight Synergist,['W'],0,0,0,0,0,1
Gumdrop Poisoner  Tempt with Treats,['B'],0,0,0,0,1,0
Gurmag Nightwatch,"[B, G, U]",0,0,1,1,1,0
Gurmag Rakshasa,['B'],0,0,0,0,1,0
Gutless Plunderer,['B'],0,0,0,0,1,0
Guttersnipe,['R'],0,1,0,0,0,0
Guy in the Chair,['G'],0,0,0,1,0,0
Gwenom Remorseless,['B'],0,0,0,0,1,0
Gwen Stacy  Ghost-Spider,['Colorless'],1,0,0,0,0,0
Gysahl Greens,['G'],0,0,0,1,0,0
Haazda Vigilante,['W'],0,0,0,0,0,1
Halana and Alena Partners,"[G, R]",0,1,0,1,0,0
Haliya Ascendant Cadet,"[G, W]",0,0,0,1,0,1
Haliya Guided by Light,['W'],0,0,0,0,0,1
Hamlet Glutton,['G'],0,0,0,1,0,0
Hand That Feeds,['R'],0,1,0,0,0,0
Harbinger of the Tides,['U'],0,0,1,0,0,0
Hardbristle Bandit,['G'],0,0,0,1,0,0
Hardened Escort,['W'],0,0,0,0,0,1
Hardened Tactician,"[B, W]",0,0,0,0,1,1
Hard-Hitting Question,['G'],0,0,0,1,0,0
Hardlight Containment,['W'],0,0,0,0,0,1
Hare Apparent,['W'],0,0,0,0,0,1
Harmless Offering,['R'],0,1,0,0,0,0
Harmonious Grovestrider,['G'],0,0,0,1,0,0
Harnesser of Storms,['R'],0,1,0,0,0,0
Harried Dronesmith,['R'],0,1,0,0,0,0
Harried Spearguard,['R'],0,1,0,0,0,0
Harrier Strix,['U'],0,0,1,0,0,0
Harvester of Misery,['B'],0,0,0,0,1,0
Harvestrite Host,['W'],0,0,0,0,0,1
Haste Magic,['R'],0,1,0,0,0,0
Haunted Hellride,"[B, U]",0,0,1,0,1,0
Haunted Screen,['Colorless'],1,0,0,0,0,0
Haunt the Network,"[B, U]",0,0,1,0,1,0
Hauntwoods Shrieker,['G'],0,0,0,1,0,0
Hazard of the Dunes,['G'],0,0,0,1,0,0
Hazardroot Herbalist,['G'],0,0,0,1,0,0
Hazels Nocturne,['B'],0,0,0,0,1,0
Hazoret Godseeker,['R'],0,1,0,0,0,0
Head of the Homestead,"[G, W]",0,0,0,1,0,1
Healers Hawk,['W'],0,0,0,0,0,1
Heaped Harvest,['G'],0,0,0,1,0,0
Heartfire Immolator,['R'],0,1,0,0,0,0
Heartflame Duelist  Heartflame Slash,['W'],0,0,0,0,0,1
Hearthborn Battler,['R'],0,1,0,0,0,0
Hearth Elemental  Stoke Genius,['R'],0,1,0,0,0,0
Hecteyes,['B'],0,0,0,0,1,0
Hedge Maze,['Colorless'],1,0,0,0,0,0
Hedge Shredder,['G'],0,0,0,1,0,0
Hedge Whisperer,['G'],0,0,0,1,0,0
Hedron Archive,['Colorless'],1,0,0,0,0,0
Heirloom Epic,['Colorless'],1,0,0,0,0,0
Helga Skittish Seer,"[G, U, W]",0,0,1,1,0,1
Hellish Sideswipe,['B'],0,0,0,0,1,0
Hellspur Brute,['R'],0,1,0,0,0,0
Hellspur Posse Boss,['R'],0,1,0,0,0,0
Hell to Pay,['R'],0,1,0,0,0,0
Helpful Hunter,['W'],0,0,0,0,0,1
Helping Hand,['W'],0,0,0,0,0,1
Hemosymbic Mite,['G'],0,0,0,1,0,0
Heraldic Banner,['Colorless'],1,0,0,0,0,0
Herald of Eternal Dawn,['W'],0,0,0,0,0,1
Herald of Faith,['W'],0,0,0,0,0,1
Herd Heirloom,['G'],0,0,0,1,0,0
Heritage Reclamation,['G'],0,0,0,1,0,0
Hermitic Nautilus,['U'],0,0,1,0,0,0
Heroes Bane,['G'],0,0,0,1,0,0
Heroes Hangout,['R'],0,1,0,0,0,0
Heroic Reinforcements,"[R, W]",0,1,0,0,0,1
Heros Downfall,['B'],0,0,0,0,1,0
Hidden Cataract,['Colorless'],1,0,0,0,0,0
Hidden Courtyard,['Colorless'],1,0,0,0,0,0
Hidden Grotto,['Colorless'],1,0,0,0,0,0
Hidden Necropolis,['Colorless'],1,0,0,0,0,0
Hidden Nursery,['Colorless'],1,0,0,0,0,0
Hidden Volcano,['Colorless'],1,0,0,0,0,0
Hide in Plain Sight,['G'],0,0,0,1,0,0
Hide on the Ceiling,['U'],0,0,1,0,0,0
Hidetsugus Second Rite,['R'],0,1,0,0,0,0
Highborn Vampire,['B'],0,0,0,0,1,0
High Fae Negotiator,['B'],0,0,0,0,1,0
High Fae Trickster,['U'],0,0,1,0,0,0
High Noon,['W'],0,0,0,0,0,1
High-Society Hunter,['B'],0,0,0,0,1,0
Highspire Bell-Ringer,['U'],0,0,1,0,0,0
High Stride,['G'],0,0,0,1,0,0
Highway Robbery,['R'],0,1,0,0,0,0
Hill Gigas,['R'],0,1,0,0,0,0
Hinterland Sanctifier,['W'],0,0,0,0,0,1
Hired Claw,['R'],0,1,0,0,0,0
Hit the Mother Lode,['R'],0,1,0,0,0,0
Hivespine Wolverine,['G'],0,0,0,1,0,0
Hoarders Overflow,['R'],0,1,0,0,0,0
Hoarding Dragon,['R'],0,1,0,0,0,0
Hobgoblin Mantled Marauder,['R'],0,1,0,0,0,0
Hollow Marauder,['B'],0,0,0,0,1,0
Hollowmurk Siege,"[B, G]",0,0,0,1,1,0
Hollow Scavenger  Bakery Raid,['G'],0,0,0,1,0,0
Holy Cow,['W'],0,0,0,0,0,1
Homicide Investigator,['B'],0,0,0,0,1,0
Homunculus Horde,['U'],0,0,1,0,0,0
Honest Rutstein,"[B, G]",0,0,0,1,1,0
Honor,['W'],0,0,0,0,0,1
Honored Dreyleader,['G'],0,0,0,1,0,0
Honored Knight-Captain,['W'],0,0,0,0,0,1
Hope Estheim,"[U, W]",0,0,1,0,0,1
Hopeful Vigil,['W'],0,0,0,0,0,1
Hop to It,['W'],0,0,0,0,0,1
Horned Loch-Whale  Lagoon Breach,['U'],0,0,1,0,0,0
Horrid Vigor,['G'],0,0,0,1,0,0
Hostile Investigator,['B'],0,0,0,0,1,0
Host of the Hereafter,"[B, G]",0,0,0,1,1,0
Hot Dog Cart,['Colorless'],1,0,0,0,0,0
Hotfoot Gnome,['R'],0,1,0,0,0,0
Hotshot Investigators,['U'],0,0,1,0,0,0
Hour of Victory,['B'],0,0,0,0,1,0
House Cartographer,['G'],0,0,0,1,0,0
Hoverstone Pilgrim,['Colorless'],1,0,0,0,0,0
Howlers Heavy,['U'],0,0,1,0,0,0
Howling Galefang,['G'],0,0,0,1,0,0
Howlsquad Heavy,['R'],0,1,0,0,0,0
Huatli Poet of Unity  Roar of the Fifth People,['Colorless'],1,0,0,0,0,0
Huatlis Final Strike,['G'],0,0,0,1,0,0
Hugs Grisly Guardian,"[G, R]",0,1,0,1,0,0
Hulking Raptor,['G'],0,0,0,1,0,0
Hullcarver,['B'],0,0,0,0,1,0
Hulldrifter,['U'],0,0,1,0,0,0
Humbling Elder,['U'],0,0,1,0,0,0
Hundred-Battle Veteran,['B'],0,0,0,0,1,0
Hungry Ghoul,['B'],0,0,0,0,1,0
Hunted Bonebrute,['B'],0,0,0,0,1,0
Hunters Blowgun,['Colorless'],1,0,0,0,0,0
Hunters Talent,['G'],0,0,0,1,0,0
Hurl into History,['U'],0,0,1,0,0,0
Hushwood Verge,['Colorless'],1,0,0,0,0,0
Huskburster Swarm,['B'],0,0,0,0,1,0
Hustle  Bustle,"[G, R, U]",0,1,1,1,0,0
Hydro-Man Fluid Felon,['U'],0,0,1,0,0,0
Hylda of the Icy Crown,"[U, W]",0,0,1,0,0,1
Hyldas Crown of Winter,['Colorless'],1,0,0,0,0,0
Hylderblade,['B'],0,0,0,0,1,0
Hymn of the Faller,['B'],0,0,0,0,1,0
Icecave Crasher,['G'],0,0,0,1,0,0
Ice Flan,['U'],0,0,1,0,0,0
Ice Magic,['U'],0,0,1,0,0,0
Ice Out,['U'],0,0,1,0,0,0
Iceridge Serpent,['U'],0,0,1,0,0,0
Icetill Explorer,['G'],0,0,0,1,0,0
Icewind Elemental,['U'],0,0,1,0,0,0
Icewrought Sentry,['U'],0,0,1,0,0,0
Idol of the Deep King  Sovereigns Macuahuitl,['Colorless'],1,0,0,0,0,0
Ignis Scientia,"[G, U]",0,0,1,1,0,0
Illicit Masquerade,['B'],0,0,0,0,1,0
Ill-Timed Explosion,"[R, U]",0,1,1,0,0,0
Illvoi Galeblade,['U'],0,0,1,0,0,0
Illvoi Infiltrator,['U'],0,0,1,0,0,0
Illvoi Light Jammer,['U'],0,0,1,0,0,0
Illvoi Operative,['U'],0,0,1,0,0,0
Il Mheg Pixie,['U'],0,0,1,0,0,0
Immersturm Predator,"[B, R]",0,1,0,0,1,0
Imodanes Recruiter  Train Troops,['R'],0,1,0,0,0,0
Imodane the Pyrohammer,['R'],0,1,0,0,0,0
Impact Tremors,['R'],0,1,0,0,0,0
Imperious Perfect,['G'],0,0,0,1,0,0
Impossible Inferno,['R'],0,1,0,0,0,0
Impostor Syndrome,['U'],0,0,1,0,0,0
Imprisoned in the Moon,['U'],0,0,1,0,0,0
Incinerating Blast,['R'],0,1,0,0,0,0
Incinerator of the Guilty,['R'],0,1,0,0,0,0
Inevitable Defeat,"[B, R, W]",0,1,0,0,1,1
Infernal Phantom,['R'],0,1,0,0,0,0
Infernal Vessel,['B'],0,0,0,0,1,0
Infestation Sage,['B'],0,0,0,0,1,0
Infinite Guideline Station,"[B, G, R, U, W]",0,1,1,1,1,1
Ingenious Leonin,['W'],0,0,0,0,0,1
Ingenious Prodigy,['U'],0,0,1,0,0,0
Inner Demons Gangsters,['B'],0,0,0,0,1,0
Innkeepers Talent,['G'],0,0,0,1,0,0
Innocent Bystander,['R'],0,1,0,0,0,0
Innocuous Rat,['B'],0,0,0,0,1,0
Inquisitive Glimmer,"[U, W]",0,0,1,0,0,1
Insatiable Avarice,['B'],0,0,0,0,1,0
Insatiable Skittermaw,['B'],0,0,0,0,1,0
Inside Source,['W'],0,0,0,0,0,1
Insidious Fungus,['G'],0,0,0,1,0,0
Insidious Roots,"[B, G]",0,0,0,1,1,0
Insomnia Crown City,['Colorless'],1,0,0,0,0,0
Inspiration from Beyond,['U'],0,0,1,0,0,0
Inspiring Call,['G'],0,0,0,1,0,0
Inspiring Overseer,['W'],0,0,0,0,0,1
Inspiring Paladin,['W'],0,0,0,0,0,1
Inspiring Vantage,['Colorless'],1,0,0,0,0,0
Inspirited Vanguard,['G'],0,0,0,1,0,0
Instant Ramen,['Colorless'],1,0,0,0,0,0
Interceptor Mechan,"[B, R]",0,1,0,0,1,0
Interdimensional Web Watch,['Colorless'],1,0,0,0,0,0
Interface Ace,['W'],0,0,0,0,0,1
In the Presence of Ages,['G'],0,0,0,1,0,0
Intimidation Campaign,"[B, U]",0,0,1,0,1,0
Intimidation Tactics,['B'],0,0,0,0,1,0
Inti Seneschal of the Sun,['R'],0,1,0,0,0,0
Into the Fae Court,['U'],0,0,1,0,0,0
Into the Flood Maw,['U'],0,0,1,0,0,0
Into the Roil,['U'],0,0,1,0,0,0
Intrepid Paleontologist,['G'],0,0,0,1,0,0
Intrepid Rabbit,['W'],0,0,0,0,0,1
Intrepid Stablemaster,['G'],0,0,0,1,0,0
Intrepid Tenderfoot,['G'],0,0,0,1,0,0
Intrepid Trufflesnout  Go Hog Wild,['G'],0,0,0,1,0,0
Intrude on the Mind,['U'],0,0,1,0,0,0
Intruding Soulrager,"[R, U]",0,1,1,0,0,0
Invasive Maneuvers,['R'],0,1,0,0,0,0
Inventive Wingsmith,['W'],0,0,0,0,0,1
Inverted Iceberg  Iceberg Titan,['Colorless'],1,0,0,0,0,0
Involuntary Employment,['R'],0,1,0,0,0,0
Irascible Wolverine,['R'],0,1,0,0,0,0
Iridescent Tiger,['R'],0,1,0,0,0,0
Iridescent Vinelasher,['B'],0,0,0,0,1,0
Iron-Fist Pulverizer,['R'],0,1,0,0,0,0
Iron Giant,['Colorless'],1,0,0,0,0,0
Ironpaw Aspirant,['W'],0,0,0,0,0,1
Iron Spider Stark Upgrade,['Colorless'],1,0,0,0,0,0
Irreverent Gremlin,['R'],0,1,0,0,0,0
Ishgard the Holy See  Faith  Grief,['Colorless'],1,0,0,0,0,0
Island,['Colorless'],1,0,0,0,0,0
It Doesnt Add Up,['B'],0,0,0,0,1,0
Item Shopkeep,['R'],0,1,0,0,0,0
Itzquinth Firstborn of Gishath,"[G, R]",0,1,0,1,0,0
Ixallis Lorekeeper,['G'],0,0,0,1,0,0
Izoni Center of the Web,"[B, G]",0,0,0,1,1,0
Izzet Guildgate,['Colorless'],1,0,0,0,0,0
Jace Reawakened,['U'],0,0,1,0,0,0
Jackal Genius Geneticist,"[G, U]",0,0,1,1,0,0
Jackdaw Savior,['W'],0,0,0,0,0,1
Jade-Cast Sentinel,['Colorless'],1,0,0,0,0,0
Jaded Analyst,['U'],0,0,1,0,0,0
Jadelight Spelunker,['G'],0,0,0,1,0,0
Jade Seedstones  Jadeheart Attendant,['Colorless'],1,0,0,0,0,0
Jagged Barrens,['Colorless'],1,0,0,0,0,0
Jailbreak Scheme,['U'],0,0,1,0,0,0
Jazal Goldmane,['W'],0,0,0,0,0,1
Jecht Reluctant Guardian  Braskas Final Aeon,['Colorless'],1,0,0,0,0,0
Jem Lightfoote Sky Explorer,"[U, W]",0,0,1,0,0,1
Jenova Ancient Calamity,"[B, G]",0,0,0,1,1,0
Jeskai Brushmaster,"[R, U, W]",0,1,1,0,0,1
Jeskai Devotee,['R'],0,1,0,0,0,0
Jeskai Monument,['Colorless'],1,0,0,0,0,0
Jeskai Revelation,"[R, U, W]",0,1,1,0,0,1
Jeskai Shrinekeeper,"[R, U, W]",0,1,1,0,0,1
Jibbirik Omnivore,['G'],0,0,0,1,0,0
Jidoor Aristocratic Capital  Overture,['Colorless'],1,0,0,0,0,0
Jill Shivas Dominant  Shiva Warden of Ice,['Colorless'],1,0,0,0,0,0
J Jonah Jameson,['R'],0,1,0,0,0,0
Johann Apprentice Sorcerer,"[R, U]",0,1,1,0,0,0
Johanns Stopgap,['U'],0,0,1,0,0,0
Join the Dead,['B'],0,0,0,0,1,0
Jolene Plundering Pugilist,"[G, R]",0,1,0,1,0,0
Jolly Gerbils,['W'],0,0,0,0,0,1
Joraga Invocation,['G'],0,0,0,1,0,0
Joshua Phoenixs Dominant  Phoenix Warden of Fire,['Colorless'],1,0,0,0,0,0
Joust Through,['W'],0,0,0,0,0,1
Judge Magister Gabranth,"[B, W]",0,0,0,0,1,1
Judgment Bolt,['R'],0,1,0,0,0,0
Judith Carnage Connoisseur,"[B, R]",0,1,0,0,1,0
Juggernaut,['Colorless'],1,0,0,0,0,0
Jumbo Cactuar,['G'],0,0,0,1,0,0
Jump Scare,['W'],0,0,0,0,0,1
Jungle Hollow,['Colorless'],1,0,0,0,0,0
Junkblade Bruiser,"[G, R]",0,1,0,1,0,0
Kaervek the Punisher,['B'],0,0,0,0,1,0
Kain Traitorous Dragoon,['B'],0,0,0,0,1,0
Kaito Bane of Nightmares,"[B, U]",0,0,1,0,1,0
Kaito Cunning Infiltrator,['U'],0,0,1,0,0,0
Kalakscion Hunger Tyrant,['B'],0,0,0,0,1,0
Kalastria Highborn,['B'],0,0,0,0,1,0
Kambal Profiteering Mayor,"[B, W]",0,0,0,0,1,1
Kapow,['G'],0,0,0,1,0,0
Karakyk Guardian,"[G, R, U]",0,1,1,1,0,0
Kargan Dragonrider,['R'],0,1,0,0,0,0
Karlov Watchdog,['W'],0,0,0,0,0,1
Kaslems Stonetree  Kaslems Strider,['Colorless'],1,0,0,0,0,0
Kastral the Windcrested,"[U, W]",0,0,1,0,0,1
Kavaron Harrier,['R'],0,1,0,0,0,0
Kavaron Memorial World,['Colorless'],1,0,0,0,0,0
Kavaron Skywarden,['R'],0,1,0,0,0,0
Kavaron Turbodrone,['R'],0,1,0,0,0,0
